,Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Annees,mois,trimestre,Marge_relative,Taux_profit_estime,Quantity,Ratio_Qte_Sales,délais livraison
9459,9460,CA-2015-138240,2015-10-09,2015-10-14,standard class,SJ-20500,shirley jackson,consumer,united states,san francisco,california,94122,west,TEC-PH-10002583,technology,phones,iottie hlcrio102 car mount,15.992,2015,10,4,0.07407407407407408,8.804744161986704e-06,1,0.0625312656328164,5 days
9460,9461,CA-2015-101833,2015-11-17,2015-11-22,second class,FG-14260,frank gastineau,home office,united states,new york city,new york,10024,east,OFF-PA-10003591,office supplies,paper,southworth 100% cotton the best paper,34.44,2015,11,4,0.22727272727272727,1.896169265500388e-05,1,0.029036004645760744,5 days
9461,9462,CA-2015-100867,2015-10-19,2015-10-24,standard class,EH-14125,eugene hildebrand,home office,united states,lakewood,california,90712,west,TEC-PH-10004922,technology,phones,rca visys integrated pbx 8-line router,321.552,2015,10,4,0.2962962962962963,0.00017703746215452405,1,0.003109916903020351,5 days
9463,9464,CA-2015-156545,2015-02-27,2015-03-03,first class,JS-16030,joy smith,consumer,united states,columbus,ohio,43229,east,OFF-AR-10003560,office supplies,art,zebra zazzle fluorescent highlighters,19.456,2015,2,1,0.1927710843373494,1.0711924863407535e-05,1,0.05139802631578948,4 days
9464,9465,CA-2015-109127,2015-12-21,2015-12-25,standard class,JC-15775,john castell,consumer,united states,newark,delaware,19711,east,OFF-LA-10004409,office supplies,labels,avery 492,17.28,2015,12,4,0.32258064516129037,9.513880635263271e-06,1,0.057870370370370364,4 days
9465,9466,CA-2017-126858,2017-11-19,2017-11-23,standard class,JM-15265,janet molinari,corporate,united states,seattle,washington,98115,west,FUR-FU-10000448,furniture,furnishings,tenex chairmats for use with carpeted floors,31.96,2017,11,4,0.18181818181818182,1.7596274600868874e-05,1,0.03128911138923655,4 days
9466,9467,CA-2018-102925,2018-11-05,2018-11-10,second class,CD-12280,christina demoss,consumer,united states,new york city,new york,10024,east,OFF-BI-10002735,office supplies,binders,gbc prestige therm-a-bind covers,164.688,2018,11,4,0.16961130742049468,9.067256794330078e-05,1,0.006072087826678326,5 days
9467,9468,CA-2018-102925,2018-11-05,2018-11-10,second class,CD-12280,christina demoss,consumer,united states,new york city,new york,10024,east,FUR-TA-10003469,furniture,tables,balt split level computer training table,166.5,2018,11,4,0.16,9.167020403769297e-05,1,0.006006006006006006,5 days
9468,9469,CA-2018-102925,2018-11-05,2018-11-10,second class,CD-12280,christina demoss,consumer,united states,new york city,new york,10024,east,OFF-PA-10001870,office supplies,paper,xerox 202,12.96,2018,11,4,0.07575757575757576,7.135410476447453e-06,1,0.07716049382716049,5 days
9470,9471,CA-2018-102925,2018-11-05,2018-11-10,second class,CD-12280,christina demoss,consumer,united states,new york city,new york,10024,east,TEC-PH-10001448,technology,phones,anker astro 15000mah usb portable charger,99.98,2018,11,4,0.16666666666666669,5.504616816629756e-05,1,0.010002000400080016,5 days
9471,9472,CA-2018-102925,2018-11-05,2018-11-10,second class,CD-12280,christina demoss,consumer,united states,new york city,new york,10024,east,OFF-BI-10002706,office supplies,binders,avery premier heavy-duty binder with round locking rings,11.424,2018,11,4,0.05970149253731343,6.289732197757384e-06,1,0.08753501400560225,5 days
9472,9473,CA-2018-102925,2018-11-05,2018-11-10,second class,CD-12280,christina demoss,consumer,united states,new york city,new york,10024,east,FUR-CH-10004875,furniture,chairs,harbour creations 67200 series stacking chairs,128.124,2018,11,4,0.08530805687203791,7.054146079354579e-05,1,0.007804938965377291,5 days
9474,9475,CA-2016-100818,2016-05-31,2016-06-05,second class,JM-15265,janet molinari,corporate,united states,chicago,illinois,60653,central,OFF-LA-10000443,office supplies,labels,avery 501,5.904,2016,5,2,0.08888888888888888,3.2505758837149506e-06,1,0.16937669376693767,5 days
9475,9476,CA-2016-100818,2016-05-31,2016-06-05,second class,JM-15265,janet molinari,corporate,united states,chicago,illinois,60653,central,OFF-PA-10001125,office supplies,paper,xerox 1988,173.488,2016,5,2,0.15730337078651688,9.551759974829596e-05,1,0.0057640874296781336,5 days
9477,9478,CA-2016-100818,2016-05-31,2016-06-05,second class,JM-15265,janet molinari,corporate,united states,chicago,illinois,60653,central,OFF-BI-10004364,office supplies,binders,storex dura pro binders,3.564,2016,5,2,0.02843601895734597,1.9622378810230496e-06,1,0.28058361391694725,5 days
9478,9479,CA-2015-126193,2015-09-07,2015-09-14,standard class,SS-20410,shahid shariari,consumer,united states,oswego,illinois,60543,central,OFF-FA-10000936,office supplies,fasteners,acco hot clips clips to go,13.16,2015,9,3,0.19607843137254902,7.245524835651889e-06,1,0.07598784194528875,7 days
9479,9480,CA-2015-126193,2015-09-07,2015-09-14,standard class,SS-20410,shahid shariari,consumer,united states,oswego,illinois,60543,central,OFF-BI-10001249,office supplies,binders,avery heavy-duty ezd view binder with locking rings,3.828,2015,9,3,0.022388059701492536,2.107588835172905e-06,1,0.2612330198537095,7 days
9480,9481,CA-2015-126193,2015-09-07,2015-09-14,standard class,SS-20410,shahid shariari,consumer,united states,oswego,illinois,60543,central,OFF-BI-10004632,office supplies,binders,ibico hi-tech manual binding system,304.99,2015,9,3,0.055096174881354175,0.00016791889206880468,1,0.003278796026099216,7 days
9482,9483,CA-2016-158351,2016-06-20,2016-06-24,second class,BC-11125,becky castell,home office,united states,philadelphia,pennsylvania,19134,east,TEC-AC-10001838,technology,accessories,razer tiamat over ear 7.1 surround sound pc gaming headset,319.984,2016,6,2,0.062499999999999986,0.00017617416557836124,1,0.003125156257812891,4 days
9483,9484,CA-2015-122679,2015-07-22,2015-07-28,standard class,AB-10255,alejandro ballentine,home office,united states,los angeles,california,90008,west,OFF-AR-10004757,office supplies,art,crayola colored pencils,19.68,2015,7,3,0.16304347826086954,1.0835252945716502e-05,1,0.0508130081300813,6 days
9485,9486,CA-2017-164770,2017-12-02,2017-12-04,second class,MY-18295,muhammed yedwab,corporate,united states,houston,texas,77036,central,OFF-PA-10003893,office supplies,paper,xerox 1962,30.816,2017,12,4,0.28125,1.69664204662195e-05,1,0.03245067497403946,2 days
9487,9488,US-2018-125213,2018-12-11,2018-12-13,first class,NB-18655,nona balk,corporate,united states,paterson,new jersey,7501,east,OFF-FA-10001561,office supplies,fasteners,stockwell push pins,6.54,2018,12,4,0.09375,3.6007395459850573e-06,1,0.1529051987767584,2 days
9491,9492,CA-2018-111738,2018-01-03,2018-01-07,standard class,CM-12385,christopher martinez,consumer,united states,san francisco,california,94110,west,OFF-AR-10000817,office supplies,art,manco dry-lighter erasable highlighter,9.12,2018,1,1,0.10344827586206896,5.021214779722281e-06,1,0.10964912280701755,4 days
9492,9493,CA-2018-163188,2018-11-07,2018-11-07,same day,EC-14050,erin creighton,consumer,united states,oklahoma city,oklahoma,73120,central,OFF-BI-10000756,office supplies,binders,storex duratech recycled plastic frosted binders,38.16,2018,11,4,0.4054054054054054,2.1009819736206386e-05,1,0.026205450733752623,0 days
9494,9495,CA-2017-105207,2017-01-03,2017-01-08,standard class,BO-11350,bill overfelt,corporate,united states,broken arrow,oklahoma,74012,central,OFF-BI-10004364,office supplies,binders,storex dura pro binders,11.88,2017,1,1,0.09478672985781991,6.540792936743499e-06,1,0.08417508417508417,5 days
9495,9496,US-2017-123610,2017-05-12,2017-05-16,standard class,VM-21835,vivian mathis,consumer,united states,mission viejo,california,92691,west,TEC-AC-10004518,technology,accessories,memorex mini travel drive 32 gb usb 2.0 flash drive,120.0,2017,5,2,0.42857142857142855,6.60686155226616e-05,1,0.008333333333333333,4 days
9496,9497,US-2017-123610,2017-05-12,2017-05-16,standard class,VM-21835,vivian mathis,consumer,united states,mission viejo,california,92691,west,OFF-AP-10002222,office supplies,appliances,staple holder,8.67,2017,5,2,0.08064516129032258,4.7734574715123005e-06,1,0.11534025374855825,4 days
9498,9499,CA-2018-118213,2018-11-05,2018-11-07,first class,AB-10060,adam bellavance,home office,united states,greenwood,indiana,46142,central,OFF-PA-10000565,office supplies,paper,easy-staple paper,167.94,2018,11,4,0.6000000000000001,9.246302742396491e-05,1,0.005954507562224604,2 days
9499,9500,CA-2018-118213,2018-11-05,2018-11-07,first class,AB-10060,adam bellavance,home office,united states,greenwood,indiana,46142,central,OFF-PA-10003673,office supplies,paper,strathmore photo mount cards,67.8,2018,11,4,0.2762430939226519,3.73287677703038e-05,1,0.014749262536873156,2 days
9500,9501,CA-2017-149237,2017-05-26,2017-05-30,standard class,CM-12235,chris mcafee,consumer,united states,milwaukee,wisconsin,53209,central,FUR-FU-10002088,furniture,furnishings,nu-dell float frame 11 x 14 1/2,26.94,2017,5,2,0.15789473684210525,1.483240418483753e-05,1,0.03711952487008166,4 days
9501,9502,US-2016-158589,2016-11-20,2016-11-24,standard class,KW-16570,kelly williams,consumer,united states,san francisco,california,94109,west,FUR-FU-10001546,furniture,furnishings,dana swing-arm lamps,32.04,2016,11,4,0.2941176470588235,1.7640320344550647e-05,1,0.031210986267166042,4 days
9502,9503,CA-2017-101329,2017-04-22,2017-04-29,standard class,MM-17920,michael moore,consumer,united states,rome,new york,13440,east,OFF-AR-10000614,office supplies,art,barrel sharpener,32.13,2017,4,2,0.47368421052631576,1.7689871806192646e-05,1,0.031123560535325237,7 days
9503,9504,CA-2017-101329,2017-04-22,2017-04-29,standard class,MM-17920,michael moore,consumer,united states,rome,new york,13440,east,OFF-AR-10003190,office supplies,art,newell 32,2.88,2017,4,2,0.06097560975609756,1.5856467725438783e-06,1,0.3472222222222222,7 days
9505,9506,CA-2017-113607,2017-10-14,2017-10-18,standard class,PW-19030,pauline webber,corporate,united states,new york city,new york,10009,east,OFF-PA-10001970,office supplies,paper,xerox 1908,111.96,2017,10,4,0.051951956968411206,6.164201828264327e-05,1,0.008931761343336907,4 days
9506,9507,CA-2015-149104,2015-04-05,2015-04-07,second class,RD-19900,ruben dartt,consumer,united states,dearborn heights,michigan,48127,central,OFF-AR-10002952,office supplies,art,stanley contemporary battery pencil sharpeners,26.7,2015,4,2,0.09090909090909091,1.4700266953792205e-05,1,0.03745318352059925,2 days
9511,9512,CA-2015-130575,2015-12-14,2015-12-16,first class,CS-11845,cari sayre,corporate,united states,chicago,illinois,60623,central,OFF-BI-10002353,office supplies,binders,gbc velobind cover sets,9.264,2015,12,4,0.02702702702702703,5.100497118349475e-06,1,0.10794473229706392,2 days
9514,9515,CA-2015-100293,2015-03-14,2015-03-18,standard class,NF-18475,neil französisch,home office,united states,jacksonville,florida,32216,south,OFF-PA-10000176,office supplies,paper,xerox 1887,91.056,2015,3,1,0.2181818181818182,5.013286545859562e-05,1,0.010982252679669654,4 days
9515,9516,CA-2015-154165,2015-02-17,2015-02-24,standard class,DL-13315,delfina latchford,consumer,united states,chicago,illinois,60653,central,OFF-AR-10003631,office supplies,art,staples in misc. colors,54.208,2015,2,1,0.4375,2.9845395918770333e-05,1,0.01844746162927981,7 days
9517,9518,CA-2016-123939,2016-08-24,2016-08-26,second class,MS-17710,maurice satty,consumer,united states,bowling green,ohio,43402,east,OFF-LA-10003190,office supplies,labels,avery 474,6.912,2016,8,3,0.08823529411764706,3.805552254105308e-06,1,0.14467592592592593,2 days
9518,9519,CA-2016-123939,2016-08-24,2016-08-26,second class,MS-17710,maurice satty,consumer,united states,bowling green,ohio,43402,east,OFF-ST-10003208,office supplies,storage,adjustable depth letter/legal cart,435.504,2016,8,3,0.058536585365853655,0.0002397762194548435,1,0.002296190161284397,2 days
9519,9520,US-2018-104451,2018-05-08,2018-05-12,second class,MM-18055,michelle moray,consumer,united states,san francisco,california,94110,west,OFF-AP-10000692,office supplies,appliances,fellowes mighty 8 compact surge protector,81.08,2018,5,2,0.2352941176470588,4.4640361221478354e-05,1,0.0123334977799704,4 days
9520,9521,CA-2017-101189,2017-02-04,2017-02-09,standard class,JB-15400,jennifer braxton,corporate,united states,los angeles,california,90049,west,OFF-ST-10004180,office supplies,storage,safco commercial shelving,93.02,2017,2,1,0.1923076923076923,5.1214188465983184e-05,1,0.010750376263169211,5 days
9521,9522,CA-2015-169446,2015-12-19,2015-12-25,standard class,SG-20605,speros goranitis,consumer,united states,chicago,illinois,60623,central,TEC-PH-10002817,technology,phones,rca visys 25425re1 corded phone,323.976,2015,12,4,1.0,0.0001783720481880818,1,0.003086648393708176,6 days
9522,9523,CA-2015-169446,2015-12-19,2015-12-25,standard class,SG-20605,speros goranitis,consumer,united states,chicago,illinois,60623,central,OFF-PA-10000295,office supplies,paper,xerox 229,15.552,2015,12,4,0.18181818181818182,8.562492571736942e-06,1,0.06430041152263374,6 days
9524,9525,CA-2018-156958,2018-12-05,2018-12-06,first class,PB-18805,patrick bzostek,home office,united states,seattle,washington,98115,west,OFF-BI-10001524,office supplies,binders,gbc premium transparent covers with diagonal lined pattern,83.92,2018,12,4,0.10752688172043011,4.6203985122181344e-05,1,0.011916110581506196,1 days
9525,9526,CA-2018-156958,2018-12-05,2018-12-06,first class,PB-18805,patrick bzostek,home office,united states,seattle,washington,98115,west,FUR-FU-10003268,furniture,furnishings,eldon radial chair mat for low to medium pile carpets,199.9,2018,12,4,0.25773195876288657,0.00011005930202483378,1,0.0050025012506253125,1 days
9526,9527,CA-2018-156958,2018-12-05,2018-12-06,first class,PB-18805,patrick bzostek,home office,united states,seattle,washington,98115,west,TEC-PH-10000148,technology,phones,cyber acoustics ac-202b speech recognition stereo headset,31.176,2018,12,4,0.2608695652173913,1.716462631278748e-05,1,0.03207595586348473,1 days
9527,9528,CA-2018-156958,2018-12-05,2018-12-06,first class,PB-18805,patrick bzostek,home office,united states,seattle,washington,98115,west,OFF-BI-10001543,office supplies,binders,gbc velobinder manual binding system,172.752,2018,12,4,0.20512820512820512,9.511237890642365e-05,1,0.005788644993979809,1 days
9528,9529,CA-2018-156958,2018-12-05,2018-12-06,first class,PB-18805,patrick bzostek,home office,united states,seattle,washington,98115,west,OFF-BI-10002071,office supplies,binders,fellowes black plastic comb bindings,9.296,2018,12,4,0.0909090909090909,5.118115415822185e-06,1,0.10757314974182444,1 days
9529,9530,CA-2018-101637,2018-03-24,2018-03-25,same day,AC-10615,ann chong,corporate,united states,beaumont,texas,77705,central,OFF-ST-10002352,office supplies,storage,iris project case,12.768,2018,3,1,0.056737588652482275,7.029700691611194e-06,1,0.07832080200501253,1 days
9530,9531,CA-2018-111759,2018-07-08,2018-07-12,standard class,MR-17545,mathew reese,home office,united states,seattle,washington,98103,west,OFF-PA-10003127,office supplies,paper,easy-staple paper,52.76,2018,7,3,0.16129032258064518,2.9048167958130216e-05,1,0.018953752843062926,4 days
9534,9535,CA-2017-116596,2017-10-27,2017-10-31,standard class,BW-11200,ben wallace,consumer,united states,new york city,new york,10011,east,OFF-ST-10000636,office supplies,storage,rogers profile extra capacity storage tub,33.48,2017,10,4,0.06451612903225806,1.8433143730822584e-05,1,0.029868578255675033,4 days
9535,9536,CA-2017-116596,2017-10-27,2017-10-31,standard class,BW-11200,ben wallace,consumer,united states,new york city,new york,10011,east,OFF-BI-10002949,office supplies,binders,prestige round ring binders,9.728,2017,10,4,0.11347517730496455,5.355962431703767e-06,1,0.10279605263157895,4 days
9538,9539,US-2018-169488,2018-09-07,2018-09-09,first class,AA-10375,allen armold,consumer,united states,providence,rhode island,2908,east,OFF-PA-10002659,office supplies,paper,avoid verbal orders carbonless minifold book,16.9,2018,9,3,0.24752475247524752,9.304663352774841e-06,1,0.0591715976331361,2 days
9539,9540,US-2018-169488,2018-09-07,2018-09-09,first class,AA-10375,allen armold,consumer,united states,providence,rhode island,2908,east,OFF-PA-10000157,office supplies,paper,xerox 191,39.96,2018,9,3,0.05813953488372093,2.2000848969046314e-05,1,0.025025025025025023,2 days
9540,9541,CA-2016-135727,2016-05-11,2016-05-16,second class,PS-18970,paul stevenson,home office,united states,phoenix,arizona,85023,west,FUR-CH-10004540,furniture,chairs,global chrome stack chair,191.968,2016,5,2,0.2352941176470588,0.00010569216653878584,1,0.005209201533588932,5 days
9541,9542,CA-2016-135251,2016-08-06,2016-08-10,standard class,RP-19270,rachel payne,corporate,united states,houston,texas,77095,central,OFF-LA-10004544,office supplies,labels,avery 505,35.52,2016,8,3,0.09523809523809523,1.9556310194707835e-05,1,0.02815315315315315,4 days
9542,9543,CA-2016-135251,2016-08-06,2016-08-10,standard class,RP-19270,rachel payne,corporate,united states,houston,texas,77095,central,OFF-BI-10001097,office supplies,binders,avery hole reinforcements,6.23,2016,8,3,0.053475935828877004,3.4300622892181816e-06,1,0.16051364365971107,4 days
9543,9544,CA-2016-135251,2016-08-06,2016-08-10,standard class,RP-19270,rachel payne,corporate,united states,houston,texas,77095,central,OFF-PA-10003302,office supplies,paper,xerox 1906,56.704,2016,8,3,0.05161290322580646,3.1219623121641695e-05,1,0.01763544018058691,4 days
9544,9545,CA-2016-135251,2016-08-06,2016-08-10,standard class,RP-19270,rachel payne,corporate,united states,houston,texas,77095,central,FUR-BO-10003965,furniture,bookcases,o'sullivan manor hill 2-door library in brianna oak,369.1992,2016,8,3,0.22417582417582418,0.00020327066663395206,1,0.00270856491563362,4 days
9545,9546,CA-2015-166590,2015-10-29,2015-11-02,standard class,NC-18625,noah childs,corporate,united states,columbus,indiana,47201,central,TEC-AC-10003433,technology,accessories,maxell 4.7gb dvd+r 5/pack,1.98,2015,10,4,0.1694915254237288,1.0901321561239164e-06,1,0.5050505050505051,4 days
9547,9548,CA-2017-131744,2017-06-18,2017-06-20,second class,SC-20770,stewart carmichael,corporate,united states,philadelphia,pennsylvania,19134,east,OFF-PA-10004610,office supplies,paper,xerox 1900,6.848,2017,6,2,0.0909090909090909,3.7703156591598888e-06,1,0.14602803738317757,2 days
9548,9549,CA-2017-131744,2017-06-18,2017-06-20,second class,SC-20770,stewart carmichael,corporate,united states,philadelphia,pennsylvania,19134,east,OFF-BI-10003910,office supplies,binders,dxl angle-view binders with locking rings by samsill,4.626,2017,6,2,0.021505376344086023,2.5469451283986047e-06,1,0.21616947686986596,2 days
9549,9550,CA-2017-131744,2017-06-18,2017-06-20,second class,SC-20770,stewart carmichael,corporate,united states,philadelphia,pennsylvania,19134,east,OFF-AP-10001394,office supplies,appliances,harmony air purifier,453.6,2017,6,2,0.23300970873786409,0.0002497393666756609,1,0.002204585537918871,2 days
9550,9551,CA-2016-160864,2016-05-03,2016-05-06,first class,NF-18595,nicole fjeld,home office,united states,san jose,california,95123,west,OFF-BI-10004654,office supplies,binders,avery binding system hidden tab executive style index sets,13.848,2016,5,2,0.06453747675616224,7.624318231315149e-06,1,0.07221259387637204,3 days
9552,9553,CA-2016-163923,2016-05-30,2016-06-03,standard class,BD-11560,brendan dodson,home office,united states,springfield,virginia,22153,south,TEC-AC-10000358,technology,accessories,imation secure drive + hardware encrypted usb flash drive - 16 gb,151.96,2016,5,2,0.17094017094017094,8.366489012353048e-05,1,0.006580679126085812,4 days
9553,9554,CA-2017-125724,2017-09-22,2017-09-27,standard class,SM-20950,suzanne mcnair,corporate,united states,broomfield,colorado,80020,west,FUR-FU-10000246,furniture,furnishings,aluminum document frame,68.432,2017,9,3,0.28,3.767672914538982e-05,1,0.014613046527940144,5 days
9555,9556,CA-2016-111612,2016-11-28,2016-12-02,standard class,EB-14110,eugene barchas,consumer,united states,columbus,ohio,43229,east,OFF-FA-10003021,office supplies,fasteners,staples,3.008,2016,11,4,0.08695652173913043,1.6561199624347175e-06,1,0.3324468085106383,4 days
9556,9557,CA-2016-156853,2016-12-03,2016-12-05,second class,HP-14815,harold pawlan,home office,united states,concord,new hampshire,3301,east,OFF-PA-10003656,office supplies,paper,xerox 1935,184.66,2016,12,4,0.34313725490196073,0.00010166858785345576,1,0.005415357955160836,2 days
9557,9558,CA-2015-103086,2015-10-17,2015-10-19,second class,EB-14170,evan bailliet,consumer,united states,houston,texas,77095,central,FUR-FU-10004586,furniture,furnishings,g.e. longer-life indoor recessed floodlight bulbs,5.312,2015,10,4,0.06557377049180327,2.9246373804698204e-06,1,0.18825301204819275,2 days
9558,9559,CA-2017-129280,2017-05-03,2017-05-05,first class,SM-20905,susan mackendrick,consumer,united states,newark,ohio,43055,east,TEC-AC-10003832,technology,accessories,imation 16gb mini traveldrive usb 2.0 flash drive,132.52,2017,5,2,0.011828176193769305,7.29617744088593e-05,1,0.007546030787805614,2 days
9559,9560,CA-2017-129280,2017-05-03,2017-05-05,first class,SM-20905,susan mackendrick,consumer,united states,newark,ohio,43055,east,OFF-ST-10002554,office supplies,storage,tennsco industrial shelving,195.64,2017,5,2,0.15267175572519082,0.00010771386617377928,1,0.005111429155591904,2 days
9561,9562,CA-2017-129280,2017-05-03,2017-05-05,first class,SM-20905,susan mackendrick,consumer,united states,newark,ohio,43055,east,TEC-AC-10002637,technology,accessories,logitech vx revolution cordless laser mouse for notebooks (black),431.976,2017,5,2,0.11538461538461538,0.00023783380215847724,1,0.002314943422782747,2 days
9562,9563,CA-2017-129280,2017-05-03,2017-05-05,first class,SM-20905,susan mackendrick,consumer,united states,newark,ohio,43055,east,TEC-MA-10003589,technology,machines,cisco 8961 ip phone charcoal,224.937,2017,5,2,1.0,0.00012384396808184112,1,0.004445689237430925,2 days
9563,9564,CA-2017-129280,2017-05-03,2017-05-05,first class,SM-20905,susan mackendrick,consumer,united states,newark,ohio,43055,east,OFF-LA-10000081,office supplies,labels,avery 496,6.0,2017,5,2,0.11940298507462686,3.30343077613308e-06,1,0.16666666666666666,2 days
9566,9567,CA-2015-130428,2015-03-31,2015-03-31,same day,TG-21640,trudy glocke,consumer,united states,tampa,florida,33614,south,OFF-BI-10001636,office supplies,binders,ibico plastic and wire spiral binding combs,12.645,2015,3,1,0.06072874493927125,6.961980360700466e-06,1,0.07908264136022143,0 days
9568,9569,CA-2018-104388,2018-07-05,2018-07-07,first class,DK-12835,damala kotsonis,corporate,united states,fremont,nebraska,68025,central,TEC-PH-10002293,technology,phones,anker 36w 4-port usb wall charger travel power adapter for iphone 5s 5c 5,79.96,2018,7,3,0.23529411764705882,4.402372080993351e-05,1,0.012506253126563283,2 days
9569,9570,CA-2016-113131,2016-09-24,2016-09-24,same day,MB-17305,maria bertelson,consumer,united states,columbus,ohio,43229,east,OFF-BI-10003196,office supplies,binders,accohide poly flexible ring binders,6.732,2016,9,3,0.15384615384615385,3.706449330821316e-06,1,0.14854426619132502,0 days
9571,9572,CA-2016-113131,2016-09-24,2016-09-24,same day,MB-17305,maria bertelson,consumer,united states,columbus,ohio,43229,east,OFF-EN-10003068,office supplies,envelopes,#6 3/4 gummed flap white envelopes,15.84,2016,9,3,0.2222222222222222,8.721057248991331e-06,1,0.06313131313131314,0 days
9573,9574,CA-2016-113131,2016-09-24,2016-09-24,same day,MB-17305,maria bertelson,consumer,united states,columbus,ohio,43229,east,OFF-AR-10003504,office supplies,art,newell 347,17.12,2016,9,3,0.1342281879194631,9.425789147899722e-06,1,0.05841121495327103,0 days
9574,9575,CA-2016-148495,2016-08-13,2016-08-13,same day,SF-20065,sandra flanagan,consumer,united states,pomona,california,91767,west,FUR-FU-10001889,furniture,furnishings,ultra door pull handle,31.56,2016,8,3,0.13157894736842105,1.737604588246e-05,1,0.031685678073510776,0 days
9575,9576,CA-2016-143147,2016-05-26,2016-05-28,second class,PS-18760,pamela stobb,consumer,united states,san antonio,texas,78207,central,FUR-CH-10000863,furniture,chairs,novimex swivel fabric task chair,105.686,2016,5,2,0.04430379746835444,5.818773083440012e-05,1,0.009461991181424219,2 days
9576,9577,CA-2016-143147,2016-05-26,2016-05-28,second class,PS-18760,pamela stobb,consumer,united states,san antonio,texas,78207,central,TEC-MA-10004679,technology,machines,startech.com 10/100 vdsl2 ethernet extender kit,399.54,2016,5,2,0.17142857142857143,0.0002199754553827018,1,0.002502878310056565,2 days
9579,9580,CA-2018-152975,2018-09-14,2018-09-16,first class,RB-19705,roger barcio,home office,united states,new york city,new york,10035,east,OFF-ST-10001370,office supplies,storage,sensible storage wiretech storage systems,70.98,2018,9,3,0.028571428571428577,3.907958608165434e-05,1,0.014088475626937165,2 days
9580,9581,CA-2018-152975,2018-09-14,2018-09-16,first class,RB-19705,roger barcio,home office,united states,new york city,new york,10035,east,OFF-AR-10001988,office supplies,art,bulldog table or wall-mount pencil sharpener,29.95,2018,9,3,0.3846153846153846,1.648962529086429e-05,1,0.0333889816360601,2 days
9582,9583,CA-2017-107475,2017-06-07,2017-06-11,standard class,RS-19870,roy skaria,home office,united states,philadelphia,pennsylvania,19120,east,OFF-FA-10002988,office supplies,fasteners,ideal clamps,9.648,2017,6,2,0.16438356164383564,5.311916688021993e-06,1,0.10364842454394693,4 days
9583,9584,CA-2018-116127,2018-06-25,2018-06-27,second class,SB-20185,sarah brown,consumer,united states,new york city,new york,10024,east,FUR-BO-10002213,furniture,bookcases,dmi eclipse executive suite bookcases,400.784,2018,6,2,0.036281179138321996,0.0002206603666969534,1,0.002495109585212983,2 days
9585,9586,CA-2017-160598,2017-08-26,2017-08-28,first class,SV-20815,stuart van,corporate,united states,miami,florida,33142,south,OFF-PA-10002319,office supplies,paper,xerox 1944,31.008,2017,8,3,0.05405405405405405,1.707213025105576e-05,1,0.032249742002063986,2 days
9586,9587,CA-2017-108630,2017-11-18,2017-11-18,same day,BE-11410,bobby elias,consumer,united states,concord,california,94521,west,OFF-BI-10002437,office supplies,binders,recycled premium regency composition covers,61.12,2017,11,4,0.5555555555555556,3.365094817287564e-05,1,0.016361256544502618,0 days
9587,9588,US-2018-129203,2018-04-17,2018-04-22,standard class,BM-11575,brendan murry,corporate,united states,chicago,illinois,60653,central,OFF-ST-10001418,office supplies,storage,carina media storage towers in natural & black,195.136,2018,4,2,0.1818181818181818,0.00010743637798858411,1,0.005124631026566087,5 days
9590,9591,CA-2015-119172,2015-05-11,2015-05-15,standard class,HD-14785,harold dahlen,home office,united states,chicago,illinois,60610,central,OFF-BI-10002026,office supplies,binders,avery arch ring binders,104.58,2015,5,2,0.06410641493241793,5.757879842799958e-05,1,0.009562057754828839,4 days
9593,9594,CA-2018-108931,2018-09-14,2018-09-19,standard class,HZ-14950,henia zydlo,consumer,united states,new york city,new york,10024,east,OFF-PA-10002741,office supplies,paper,xerox 1980,8.56,2018,9,3,0.25,4.712894573949861e-06,1,0.11682242990654206,5 days
9594,9595,CA-2018-108931,2018-09-14,2018-09-19,standard class,HZ-14950,henia zydlo,consumer,united states,new york city,new york,10024,east,OFF-PA-10003845,office supplies,paper,xerox 1987,11.56,2018,9,3,0.125,6.3646099620164015e-06,1,0.08650519031141868,5 days
9596,9597,CA-2018-104619,2018-01-24,2018-01-29,standard class,KD-16495,keith dawkins,corporate,united states,san jose,california,95123,west,OFF-BI-10004318,office supplies,binders,ibico eb-19 dual function manual binding system,276.784,2018,1,1,0.0855614973262032,0.00015238946399020306,1,0.0036129256026359905,5 days
9597,9598,CA-2018-104619,2018-01-24,2018-01-29,standard class,KD-16495,keith dawkins,corporate,united states,san jose,california,95123,west,TEC-PH-10000193,technology,phones,jensen smps-640 - speaker phone,110.352,2018,1,1,0.22222222222222224,6.075669883463961e-05,1,0.009061910975786574,5 days
9599,9600,CA-2016-116841,2016-04-14,2016-04-18,standard class,TP-21130,theone pippenger,consumer,united states,springfield,oregon,97477,west,OFF-AP-10002403,office supplies,appliances,acco smartsocket color-coded six-outlet ac adapter model surge protectors,35.208,2016,4,2,0.0784313725490196,1.9384531794348913e-05,1,0.028402635764598956,4 days
9600,9601,CA-2018-107797,2018-05-08,2018-05-11,second class,EB-13705,ed braxton,corporate,united states,mansfield,texas,76063,central,OFF-PA-10003848,office supplies,paper,xerox 1997,41.472,2018,5,2,0.25,2.283331352463185e-05,1,0.024112654320987654,3 days
